activity_id,alpaca_event_type,order_id,symbol,side,qty,filled_qty,price,timestamp_alpaca,timestamp_server,market_attachment_state,market_snapshot_id,market_ref_age_ms
98f01cc0-7c0a-4937-abf6-24d58ddc76d1,fill,dd2a08c3-85e5-4b57-963f-826d3e035c6e,BTC/USD,buy,0.001,0.001,77293.8,1769892181002.169,1769892181064.641,ATTACHED,BTC/USD_1769892179056.65,2007.9912109375
634821cc-bae1-4c69-949a-a572635cc7e1,pending_new,3682885f-cdf5-4dbd-a9db-967ea2887dc9,BTC/USD,buy,0.001,0.0,,1769892854972.2979,1769892854986.704,ATTACHED,BTC/USD_1769892854854.025,132.67919921875
370be4a2-012c-49fe-b222-059100f35bab,new,3682885f-cdf5-4dbd-a9db-967ea2887dc9,BTC/USD,buy,0.001,0.0,,1769892854973.227,1769892855013.8215,ATTACHED,BTC/USD_1769892854854.025,159.796630859375
8c1b1685-75f5-4f32-a08a-e2814f8cf1d8,fill,3682885f-cdf5-4dbd-a9db-967ea2887dc9,BTC/USD,buy,0.001,0.001,77563.6,1769892854973.2349,1769892855014.1794,ATTACHED,BTC/USD_1769892854854.025,160.154541015625
